review_id,review_text,source_star,source_split,location_sentiment,service_sentiment,price_sentiment,environment_sentiment,food_sentiment,aspect_summary,selection_role
15777,在点评订的座，订座页面有买单选项，通过支付宝买单成功后，商家居然说和点评没有合作买单，还怪我买单前怎么不问一下，我真是无语了，毕竟我是在点评上订的位，就问她要点评的电话，回答说没有，一副反正我和点评没合作，你付的钱我收不到也不认的态度，而且从她口中得知我不是第一个倒霉鬼，既然这样你知道我是从点评订的座，是否应该提醒我不要在点评上买单呢？虽然点评也有错，但店家的服务意识真是一塌糊涂！我只好自己联系点评退款，第一次碰到那么奇葩的事情，菜和面的味道还可以，但用餐心情就实在不怎么样了！,2.0,train,,negative,,,neutral,service:negative; food:neutral,extension_star_2
44082,去过一次，不想去第二次。开始点菜的时候，我看了个美团，想看看有啥推荐，服务员立马说了团购的套餐饭今天没有。有点无语啊……我问服务员，生鱼片类的套餐价格高低的区别是不是量有区别，东西是不是一样。其实我想表述的意思是问一样都是生鱼片，是不是套餐高低只是量的区别。服务员有点冷哼道“怎么会一样，价格高的东西好”然而老板来解释却不是这样。反正瞧瞧那时候服务员那态度，看着我们想点一百的套餐好像很瞧不起的感觉。我们三个人去吃呢，不是我一个人这样觉得。吃得真心不爽。不会再去了。客观评价下，东西算新鲜，价格比较高，种类很少。,2.0,train,,negative,negative,,,service:negative; price:negative,extension_star_2
11300,【口味】四个人叫左两样餸一个炒饭同埋一碗粥。酸辣肥牛，都算几好味，酸酸辣辣比较开胃。凉瓜排骨，苦瓜唔会特别苦，但系排骨唔系好好食，汤底比较偏咸。炒饭嘅份量特别多，四个人都无食晒一份炒饭，不过味道一般般。山药粥，叫左一碗试试味道，味道比较清淡。\\n\\n【环境】东方宾馆附近冇咩好食嘅店，搜索左一下所以最后嚟咗澳门街。食饭时间都几多人，要等位。因为人好多所以好嘈，环境一般。\\n\\n【服务】因为人多冇咩好位置，所以比服务已安排系一个角落头位。倒水都要系好耐先会有人过嚟，服务员嘅服务态度都好差。个个都一副唔想理你嘅样。,2.0,train,,negative,,negative,positive,service:negative; environment:negative; food:positive,extension_star_2
20932,很久没去这家店了，十一放假，家里人想吃锅包肉，正好在附近于是到他家打包个锅包肉，因为昨天一早下雨，十一点多刚停，店里有点冷清，虽是饭口，只有二三桌客人，还有两个等着打包的，心里暗喜，不用等太长时间了，结果店员一问我是要打包就去前台请示了，有个女人不情愿的说，锅包肉不赚钱，算你37吧，又说些打包不愿意卖之类的，当时匆忙也没太在意，后来越想越不对，上点评上一查，锅包肉35元，难道因为打包就要涨价，前面打包的人也买了锅包肉，怎么轮到我就这样不痛快，不爽，其实他家的菜还不错，以前朋友们常去，那时还没有装修成现在的样子，进屋还有油烟味，现在店面明亮环境好了，又感觉少了点什么。\\nBY THE　WAY　锅包肉尚可。,2.0,train,,mixed,neutral,positive,neutral,service:mixed; price:neutral; environment:positive; food:neutral,extension_star_2
8872,冲着龙虾主题去的，结果被告知活动已经过了，那在团购这里麻烦更新或者更改，这样是商品与描述不符，欺骗消费者。周末去另外加收费没关系，结果海鲜就3样，虾、蟹、螺，没了。周末应该是最多品种的，结果that's what u got?!没错环境很安静，因为没东西吃啊。其实就是因为交通方便，应该不会去第二次。值得一提的是服务很满意，礼宾部的Tony和Even（名字不是记得很清楚）很周到的帮我打包行李，随便帮我们叫了车，很亲切服务态度很好！餐厅的女服务生也很热情，值得表扬。食物呢一般吧。,2.0,train,positive,positive,,positive,neutral,location:positive; service:positive; environment:positive; food:neutral,extension_star_2
9280,到了张家界你可以随处可见三下锅，一群吃货们又怎么能不去尝尝，点评查到这家推荐，在火车站附近。晚上人很多，我们去了排了好久的号。进去之后，哎，怎么说呢，建议店家注意点卫生情况吧，桌子还没收拾就让我们进去了，有些东西吧就是眼不见为净，那一桌子油油的。然后服务吧，南方人可能真是嗓门很洪亮，店里忙，传递信息完全靠喊的，北方的大排档感觉都没有这么乱。乱的脑子疼。再说菜品吧，自己看图吧，没有觉得好吃的。所以就不介绍了。第二三张就是三下锅，一点不惊艳。而且后来才知道一点不正宗。历史上三下锅时腊肉，豆腐干，还有一个忘了。。现在多了各种牛肚，猪头肉。。只能说就是入乡随俗吃一下当地特色。没别的。张家界的总体的厨艺。。一个字，哎。好好的食材给祸害了。,2.0,train,neutral,negative,,negative,negative,location:neutral; service:negative; environment:negative; food:negative,extension_star_2
14199,因为是新开的店，又比较喜欢之前的店面，今天就来化验了，说实话，是近期吃的最不满意的，菜量一般，价格不低。性价比很低，不推荐。\\n鲞鱼水饺味道还是不错的，但是真心不值78元的价格。\\n小豆腐中规中矩。\\n干锅菜花，感觉不是很新鲜的菜。\\n辣炒大肠，量不是一般的“珍惜”。\\n结账时发现没有发票哦，说是后面来取。\\n还有就是团购券49的，只能购买一张，并且剩下的钱还不能喝满百减一起试用。\\n给后面的朋友提醒，这才是刚刚开业哦！\\n总之比较失望，不会再来的一家店。,2.0,train,,,negative,,negative,price:negative; food:negative,extension_star_2
36979,跟朋友一起点的一个烈焰阿拉斯加火锅加一壶红茶的套餐，等了很久很久才上了火锅，结果火锅周围有一根棒子上的马卡龙还掉了，很无语，难道不能重新做一个插上去吗？还放在了冰激凌球用的纸杯给我们的，最后等我们吃完也没上红茶，服务员也是基本全程不见人影的，之前提醒了她几次，感觉完全忘记这回事一样的，环境也很脏，边上桌的人吃好，桌子上的垃圾 地上的垃圾没有人打扫清理的，不知道是不是时间晚了才这样？总之感觉很一般，买单的时候服务员也是不知道我们点了什么还要问我们的，也是我们说了星座这个活动然后还要去问一问清楚再结账的。,2.0,train,,negative,neutral,negative,,service:negative; price:neutral; environment:negative,extension_star_2
37117,路过门口望进去人好多环境也超好感觉不错~进来发现首先位置超挤…几乎就是拼桌的程度了 服务员还挺热情的~主动给了水\\n点了寿司的拼盘…反正我觉得不好吃…米饭太多了上的也慢…忍着塞进去了两个= =||\\n牛肉拌饭还不错 甜甜的 温泉蛋感觉也很到位\\n炸物还不错…就鸡肉丸 培根番茄 一个很瘦的虾 还有肉丸 这么点\\n柠檬红茶24块…我真是肉痛…\\n还有拉面也不好吃 =_=反正我觉得味道还不如味千了…价格倒是翻了1.5倍\\n性价比偏低……,2.0,train,,positive,negative,mixed,neutral,service:positive; price:negative; environment:mixed; food:neutral,extension_star_2
17382,大连新开的上井    以前在北京上井吃过   服务可以   环境全国都差不多  菜品不怎么样   点了十几到菜   就一到不错  就是蟹钳   牛仔骨咬不动  榴莲里面没熟 里面还是白色的香芋丝  烤虾太小   不新鲜  298自助餐 连限量的鲍鱼  辽參  都没有也就算了  连蟹宝  和还胆也没有    从菜品上看  厨师大多是  半成手   超五年的工作经验应该没几个    在这个行业里  一般能上手就可以   服务一般应该都是中餐的吧   要点东西都不知道是什么  菜品在自助餐里面属于下等      同样的上井店  应该  互相交流相互学习一下  北京   青岛 做的不错    希望会有改进 ……,2.0,train,,neutral,neutral,neutral,negative,service:neutral; price:neutral; environment:neutral; food:negative,extension_star_2
28265,来过卢州太太很多次了，信地店也来过n次了，这次是最差的一次用餐了我都无语了………虽然现在的成本很高，你的菜价没有涨价可是菜的份量真是让人不敢恭围了，口水鸡只有以前的一半多而且花生米也没有，单点的一份花生米还是生的扮扮给我们吃了再也没有以前的味道了，就连最爱的烤鱼也从以前的草鱼换成了最便宜的白莲，还有锅吧也只有以前的3分之2，我们是泸州的忠实粉丝知道也吃过以前的份量，现在可能是物价上涨节约成本在价格没变份量却减少了而且在菜单上也没有说明，如果说明我们也可以理解，现在这样，我们真有点失望…………,2.0,train,,,,,negative,food:negative,extension_star_2
6695,传统的烧腊店啦，最早就在海三路和公正路，在佛山很有名哇，水准保证了，当然价钱也相对较为贵了点。这次刚好在雅居乐会所健身，就选择了这里食个快餐了。\\n#装修#这些新店的装修都比以前好，看起来就很港式，没有以前那些油烟的感觉。\\n#味道#感觉味道已经没有以前那样惊艳，还记得以前细细个就过去买几蚊烧肉、排骨，几开心。但宜家味道就真普通了不少。\\n#价位#真的感叹物价飞涨咯。哈哈。以前才几蚊现在都已经过20+。\\n#服务#不用说了，人家真不在乎散户，所以不要追求服务了，你爱食就坐下来，不爱就随便走啦！,2.0,train,,negative,negative,positive,neutral,service:negative; price:negative; environment:positive; food:neutral,extension_star_2
44059,去玩了红螺寺，想吃烤羊腿。专门来吃饭，发现饭又贵又烂。吃完饭，看了标间，才发现好评应该是给住宿的，吃饭不推荐这家！！！！之前吃过鱼家傲比这家便宜很多好吃很多，起码实惠很多！这人均一百五，渔家傲我们才花了人均70。我绝对不是渔家傲的托。这家一条鱼就100，还没加加工费。吃了生鱼片，等了半天才上，服务员说生鱼片费功夫，之后上了之后吃一片一根刺，吃一片一根刺！！！这就是费工夫了！在别家就没迟到刺过！再说专门吃的烤羊腿，198元连个羊腿都没看见，就几块肉一个大骨头，骨头挺大，肉是不是给别人穿串去了！！！摊鸡蛋挺黄的味道还行。拌凉菜感觉就没切一点美感都没有。环境还有苍蝇！不太推荐吃饭！！！住宿还可以！没电梯！木屋不推荐还要爬山还特别热！,2.0,train,,neutral,negative,negative,negative,service:neutral; price:negative; environment:negative; food:negative,extension_star_2
4315,之前跟朋友吃过几次 感觉一直很好 虽然有点远 但是只要吃铁板烧都来朝外这家店！今天真是跟以前差太多了 我想如果第一我来吃时赶上这个服务水平 就不会再有第二次了 我只能说 真是跟厨师有太大的关系了……简单说说吧 今天我坐中间大桌左手边 11点半开餐 我大概这点到店到了就点餐 ……点完就是漫长的等待 右半边桌厨师早来 可我这边厨师将近十二点才姗姗来迟……来了东西都堆一桌了 一点都不着急还在跟人聊天 最后可想而知 这饭吃的跟大锅饭一样 所有的东西一起昨……而且我直到我走时 我第一次点的东西都没上齐！别的就不多说了 总结一点经验 下次要么换地试试 要么看好厨师再挑地坐。,2.0,train,,negative,,,,service:negative,extension_star_2
20060,应该是天虹对面的这家 年岁应该很长了吧 感觉旧旧的 进去坐下那个服务员就开始不停的提醒每个人最低消费20块 要你点满 包厢最低消费是128 现在不是都取消包厢最低消费了么 可以举报么 感觉很离谱啊 那个服务员 看了胸牌挂着实习生 也没号码没名字什么的 要的瓜子什么的拼盘么 巴旦木是时间很长的那种可以拉丝了 就让换 跟我们说都是这样的 态度强硬要找经理了么就说不用了 给我们把巴旦木换成开心果 总之 反复强调最低消费让人很不爽→_→,2.0,train,neutral,negative,,negative,negative,location:neutral; service:negative; environment:negative; food:negative,extension_star_2
38024,这家店位于市立医院本部边上，从医院出来正好饭点就跟老妈过去吃了个便饭，坏境还可以，人也挺多，点了个肉末蒸蛋6元，带鱼12元，还有一个炒素跟莴笋价格忘了七八块的样子吧，然后米饭是2块钱一个人，记得N年前米饭也是这个价，两人吃了36米，价格是蛮便宜的，除了蒸蛋外的三个菜真的很难吃，莴笋基本无味，很淡，带鱼都是尾巴，而且感觉有股味道也不新鲜，炒素也不好吃，米饭很硬，记得以前吃七加七味道还是可以的。诶，早知道不入隔壁面馆吃个面了,2.0,train,,,positive,positive,negative,price:positive; environment:positive; food:negative,extension_star_2
8534,兰州口味吃不惯，不知道为什么这间那么多人去和评价那么高，说是开了20年的老店，位置不算很好找，就餐地点在二楼，楼下门口面很小。洋芋片三毛一串，土豆片三毛一串，制作过程是把材料切片串起水煮，然后倒上店里的特制花椒辣酱吃，很难归类什么口味，如果没有辣酱伴着吃是啥味道都没有，不好吃，吃了口很干，一定要买一罐店里1.5元的胡萝卜汁就着吃，以广东人的口味来说一定是吃不习惯的，只是作为吃货的我来说就一定来看看并试一试。那个凉粉5元一碗，伴着陈醋辣椒酱，凉快好吃，这个可以推荐吃一吃，年糕我没点，知道有甜和辣的两种口味。卫生环境不好，这些小店也谈不上什么服务，自己自助下，顺路的话就过来吃着玩玩，毕竟价钱很便宜。,2.0,train,negative,negative,positive,negative,positive,location:negative; service:negative; price:positive; environment:negative; food:positive,extension_star_2
22197,性价比真心不高，一盘生菜要8块，酱油要7块一碟。点完菜以后服务员就要推销他们的会员卡。然后烤盘都不刷干净，也没有烤盘纸和黄油。拿肥肉煸油，等于花了拼盘三分之一的价格（20多块）用来给烤别的肉做铺垫。冰淇淋的香芋不推荐，可以试哈密瓜，但是很快就没了。牛舌还可以。五花肉因为烤盘和炭火的关系，受热不均，烤完也和粗纤维一样。牛肉最后只能像炒菜，用快炒的办法，否则就黏盘。希望商家注重烤盘的清理和性价比的问题,2.0,train,,neutral,negative,negative,neutral,service:neutral; price:negative; environment:negative; food:neutral,extension_star_2
24745,新开得一家店，试营业期间7折就来试试看。位置很好找，一眼就能看到。米饭和水果是自助得，每人2元一份。米饭真心超级好吃，水果就挺一般的。点了麻婆豆腐，稻草肉，蟹煲，鲫鱼茄子，和扇贝。麻婆豆腐一般，规规矩矩花椒太多了。稻草肉我觉得很一般，肥肉太多，腻。鲫鱼茄子，鲫鱼味道很好，茄子不入味太油。蟹煲我感觉最一般，只有三个螃蟹，里面有黄豆芽，黄瓜，土豆和白萝卜，还有点猪蹄。螃蟹不新鲜，很瘦。最差得是扇贝，不新鲜，不建议点。新店质量有待提高，毕竟要做口碑。希望改善,3.0,train,positive,,positive,,negative,location:positive; price:positive; food:negative,extension_star_3
1251,一直就想吃小杨生煎，正好说要和外婆一起逛超市购买食物，外婆心疼自己没吃中午，就说到虹桥新城市B1楼逛逛，然后请自己吃饭。想自己吃顺便带老人尝点食物，于是就选择了小杨生煎。有单点和套餐，自己爱吃炸猪排于是点了份星座套餐，小玩意不要也是送你的，价格再低两元。一份4个的小杨生煎，一份南乳炸猪排，一碗牛肉粉丝汤。一共28RMB。其实也真的很简单制作的。生煎自己去窗口去，已经是温热了。牛肉粉丝汤也还好吧，但是感觉就是比较干净。生煎汁水很足，肉馅还算多，也有很多芝麻。炸猪排就还好也没有很好吃，粉丝味道淡了。服务态度还可以，就是看到后台厨房里有大妈们在吃饭这点不太好，应该就餐和厨房分开啊。环境还好，客人没有很多，还是挺容易找座位的。,3.0,dev,,positive,neutral,positive,neutral,service:positive; price:neutral; environment:positive; food:neutral,extension_star_3
38029,这家店位于我所住的云顶旗下裕廊酒店不远，在商场的楼上周边都是美食，不过我对印尼炒饭特别喜欢，所以和朋友一起选择了这家店，有套餐活动，一份咖喱鸡加饮料好像才17新币吧，我们点了两份套餐，我还点了一个印尼炒饭，不过他家的炒饭又辣又潮，米饭里面水份太多，不像是炒的，不过里面配的沙爹肉串还可以，鸡翅炸的太老，点的名叫马来风光的蔬菜也不错，其实就是炒空心菜，只是炒法和国内不一样而已，有点娘惹菜的风格，最后我的新加坡朋友还点了一个当地特色的甜品，类似沙冰类的，味道还不错，这家店环境和服务都还可以，价格也不贵，用餐的客人还是挺多的，如果大家以后去裕廊逛商场，可以考虑选择这家店。,3.0,test,positive,positive,neutral,positive,neutral,location:positive; service:positive; price:neutral; environment:positive; food:neutral,extension_star_3
35691,虽然是个北京银，但是东来顺真的没去过，第一次，感觉那么回事儿，那么多年没去也是有道理的，服务员爱搭不理的，环境也一般，就冲着铜锅才去吃的，羊肉比较贵外其他菜都比较便宜，糖蒜和龙丽鱼片味道很赞，羊肉沫子超级多啊，两盘肉撇了好几碗沫子，在我概念里好肉应该是沫子非常少的。让服务员干点什么都很慢，一个推一个的，就在身后的柜子里拿一个勺子还等了十多分钟，早知道我回身自己拿了。俩人吃个小300，本来想点粉丝，结果居然是很奇怪的粗粗的乳白色的粉，看了一眼不要了。。。,3.0,train,,negative,neutral,neutral,mixed,service:negative; price:neutral; environment:neutral; food:mixed,extension_star_3
30595,#环境#处于地王一个不起眼的角落，平时也有如果一些动物，特别是猫主题的咖啡厅，这间也是有二楼，不过没有上去。比较整洁，但有一股刻意覆盖动物味道的一种让人不舒服的味道。养过十几年宠物的我，可以说长期吸入这种气体，是不利宠物生活的。其次环境吧，也比较普通\\n#食物#就点了一杯猫呜什么的饮料，不过不失\\n#服务#不知道是不是只点了—杯饮料的关系，服务什么的也是没的。\\n\\n总的来说 江南西那间比较好\\n店子适合那些从来没养过宠物但又喜欢宠物的人，这个出发点是好的,3.0,train,negative,neutral,,neutral,neutral,location:negative; service:neutral; environment:neutral; food:neutral,extension_star_3
29160,永旺一楼美食街新开的店，装修很有特点，茶杯是搪瓷的，餐具很古朴，自助小料6元一位，除了调料还有凉拌豆皮和圣女果随意取用，三四个人选小锅底足够了，因为有孩子选了清汤29元说是骨汤，菜品价位还可以不过量不算大，太阳花羊肉卷样子好看味道也可以，鸭血挺嫩的，手擀面挺筋道，服务员不是很有眼力劲，吃饭的人不少，整体还可以，三大一小花了200，送200的积分说下次可以直接抵200块钱，只是锅底小料酒水除外，下次来尝尝重庆辣锅底,3.0,train,,negative,positive,positive,positive,service:negative; price:positive; environment:positive; food:positive,extension_star_3
32948,第一次吃阿香的时候是在汉街，那时候是自己把所有的原材料都放进去，现在这家都变成了直接搞好了，少了蛮多乐趣的同时，味道也变差了很多，以后来这边可以当个快餐吃；\\n味道的话，我个人认为阿香的米线现在很一般，我要的鸡块豆花，感觉不太好，还不如酸辣粉好吃，而且米线的分量也不是很大，只是感觉比较麻辣，仅此而已，鸡块一共4块，真心蛮少，豆花的口感不错，但是也不说米线做的好啊，再个小吃的话，要了一份煎饺，感觉非常一般，几个饺子，价格略贵啊；\\n环境还可以，万达的店子都算是蛮干净的；\\n服务不错，只是感觉味道差了，其他的都无所谓了,3.0,train,positive,positive,negative,positive,negative,location:positive; service:positive; price:negative; environment:positive; food:negative,extension_star_3
25236,早有耳闻将太无二吃日料很有名今天特意带爸妈来体验！结果大失所望啊！服务烂到爆简直！我们8点到的不用排队了，但是居然进门后都没有服务员领位和管！人坐上后半天都没有人主动上水和拿菜单！要了牛肉火锅，芝士鸡蛋卷，一个牛肉炒乌冬面，骨汤拉面和地狱拉面！真是上菜一波三折！先是火锅上来后汤给的巨少一加热感觉都能烧干了！我让加点汤服务员直接来一句加汤另收费简直无语！然后上的两个拉面都不热，汤是温的感觉就不是新鲜出锅的！所有菜口感都相当一般！菜品都偏甜！价位有很贵性价比极低！再加上今天这服务！爸妈都说不会再来了,3.0,train,,mixed,negative,,neutral,service:mixed; price:negative; food:neutral,extension_star_3
14966,在公司附近，一直想试，今天一个人就兴冲冲去 了。环境：空调不太够，地方比较细，但人不多，就两三台，所以还是坐得比同一条街上的其他店要舒服。服务：服务姐姐非常细心，有礼貌，解说又清晰还温馨提示，感觉不错。价格：不过不失吧。出品：点了7个品种，三文鱼卷沙拉酱太多，玻璃虾不是十分新鲜，鳗鱼，鱿鱼都很薄，无什么口感，军舰的紫菜不是脆的，估计放很久了，最好的要算是蟹肉和腐皮了。而且最大一个问题，寿司饭为什么能隔生呢？我还是第一次吃到半生熟的寿司米饭。总结：希望店家看到提议积极改正，下次再光顾。。,3.0,train,,positive,neutral,neutral,negative,service:positive; price:neutral; environment:neutral; food:negative,extension_star_3
41601,非常火的一家店，每天都有一大群排队的人。刚开业的时候去了一次，结果被告知号码已经发完了，结果没有吃成，一直望而却步到今天，等了很久终于吃到了嘴，但是却发现对我而言并没有想象和传说中那么的神奇。糖醋排骨太甜了不说还很干，鸭血粉丝有些咸了，蟹粉汤包一般般，感觉上比较好的就剩煎饺和糯米藕了。虽说整体价位比较便宜，但是我还是吃到了不值，至少以后再让我排队等待这么久我是不可能了。再吐槽一下他家的wifi，总掉线，更别提在店里吃饭手机都是无服务，几乎是与外界失联的状态……,3.0,train,,negative,mixed,,neutral,service:negative; price:mixed; food:neutral,extension_star_3
180,2011年来上海时吃过这家店，当时的感觉就是小龙虾还可以有这么多种的做法，感慨上海人果然会吃。这次来上海下飞机第一餐就是这家店。5个人点了2个228元的，还有两份椒盐的和蒜蓉的，支付宝和美团是有优惠的，一共800+，性价比略低。吃的人不少，但是这次抱着很大期望的我，略微有些失望。龙虾的个头很大，汤汁可以用来下面条，汤汁的味道有点点淡，最重要得是汤汁的味道没有进到小龙虾里，用虾肉蘸汤汁感觉也没什么味道。所以他家的龙虾我只是感觉很大，吃到嘴里都是虾肉，却没什么特色的味道。现在上海很流行吃冰龙虾，旁边有不少桌都在吃冰鲜的，我是完全不敢尝试。复茂盛名在外，有他的理由，不过像我这样的重口味者，不太推荐来这里吃，可以去寿宁路大排档。,3.0,train,,,negative,,positive,price:negative; food:positive,extension_star_3
4274,之前看朋友推荐的一家回转寿司店 据说 所有东西6元／盘 于是中午自己飞奔而来 去的时候时间比较晚 没有之前路过时候排队等候的景象 感觉上和禾绿家差不多 东西看了下 真的蛮便宜的 但明显数量上少很多 服务一般般 茶包的品质也一般般 选了个靠近厨师的位置 方便单点....这个真的是回转寿司最赞的地方\\n［北极贝寿司］真的好大一片 厚度比较薄 米饭也比较松散 \\n［甜豆皮什么寿司］口感上偏甜 里面放的蟹肉棒还是金枪鱼的 记不太清楚了 味道还不错 但蛤蟆讲这个在日本比较没人吃...,3.0,train,,neutral,positive,,negative,service:neutral; price:positive; food:negative,extension_star_3
41841,餐厅位于汤山御庭精品酒店 东南亚装修风格 走廊都陈设着小沙弥点着蜡烛  前台介绍酒店一楼餐厅是淮扬菜系 考虑到下雨决定晚餐就在酒店餐厅解决 由于是工作日 客人不多 去吃晚餐时 走在空荡荡的过道 说不出的感觉 进餐厅时只有一家三口在就餐 餐厅装修风格是泰式 点着烛台 中式菜品 但绝对不属于前台介绍的淮扬口味 点了四个菜 服务员推荐了两道 其中推荐的特色菜：泡椒肥肠鱼泡 泡椒加水被稀释了 使得食材都不入味儿 肥肠干且不新鲜 鱼泡很腥 配了乌冬面这点服务员推荐这道菜时没有说  这份菜中也就面还可以吃吃了 整体口感很一般 结账时费用除多点菜品费用外 会收取15%的服务费 用招商银行白金信用卡结账则免收服务费,3.0,train,,neutral,,positive,negative,service:neutral; environment:positive; food:negative,extension_star_3
10075,南田路一家烧烤店，但是其实都是慕名而来吃鸡煲的吧，清远鸡，肉多份大，肉质很鲜，口感滑，入口觉得就是很有嚼劲，肉有种很贴合牙齿嚼动口感的感觉。鸡煲是清汤煲的，汤煲出来也很清淡好喝，多味药材，却不会有那种很浓的药味。\\n炒牛河也很不错，油腻程度刚好，味道也刚好，很适合就着鸡吃👈🏻\\n铁板花甲啊之类的才都超香！主要就是料酒和香料搭配得好，分量跟外面那些大排档差不多，胜在味道真的诱人，话说，吃了这个能够开车吗会不会被查酒驾🌚\\n位置location👉🏻南田路总公交车站附近，高架桥下面,3.0,test,positive,,,,positive,location:positive; food:positive,extension_star_3
47010,距离公司很近很近的一家东北菜饭馆，就在马路斜对面，我以前却从来没去吃过。某天领导请客，就去尝尝了。店很大，有上下两层，当然生意也是非常好的，尤其是午餐饭点的时候，周边的商务楼的都来了，一般点个菜上个菜要挺久的，催了也不快。店面比较干净，菜品也很清爽：空心菜很清爽；鸡蛋饼摊得很嫩；椒盐排条：椒盐是单独放置在小碟子里的，自己沾；农家小炒肉：不是很辣，很下饭。大概每天饭点人都很多，服务生也都习惯了吧，态度就那样了。,3.0,train,positive,negative,,positive,positive,location:positive; service:negative; environment:positive; food:positive,extension_star_3
46317,环境是不错的，能看到窗外的云台花园。可是服务真是一直都那么差…服务员没表情，下单也乱报价，还是各位亲看清楚菜牌才好。点了个50块的排骨，只有七八块，碟子老长了！有些下单的菜，等到吃完饭也还没上，只能去结账才同意退单，去柜台结账发现多张桌子的客人也出现同样情况。明知道服务差还来的原因是：只为了来这里吃上正宗的干炒牛河，说实话，只有这里的河粉是最正宗的！本人沙河长大，沙河粉就是沙河出的，因种种原因，沙河粉在沙河已经没人传承了，沙河大饭店没落倒闭…,3.0,test,,negative,negative,positive,negative,service:negative; price:negative; environment:positive; food:negative,extension_star_3
4209,之前来来过这个店，是吃的晚茶。这次来是吃中午的工作餐。有一个女服务员，态度是真心很差。刚开始推荐我们一个酒水还是菜品来着，我们没有点。她就很不高兴，后来再来服务放纸巾、放菜，都是重重的甩过来，脸色也非常不好看。典雅的环境，价格也小贵的菜品，味道还不错，就是配上这样的服务，把店面的整体形象拉下来了，有点可惜。榴莲酥不是很好吃，24元3个，也有点小贵，没有港仔茶餐厅的好吃。双腊煲仔饭味道还可以，就是48元的价格也有点贵。现在餐饮竞争如此激烈的大环境，环境、出品、服务，一个都不能马虎。如果不提升员工的素质，未来前景堪忧。,3.0,train,,negative,negative,positive,neutral,service:negative; price:negative; environment:positive; food:neutral,extension_star_3
21542,很早之前去过一次个人觉得性价比不高所以没有再进入过，这回据说改革了所以就超想去尝试尝试，菜比以前丰富了，目测也比以前上点档次，有三文鱼比较醒目，小海鲜挺多，最具特色的就是那个虾饺皇，女儿一个人吃了一小笼四个连连称赞，菜呢总体味道还是可以的如果100分满分我会给70分，就是需要用到油的菜都好油，吃多了会非常腻！值得一提的是毛血旺做的真是超级无语，血硬的跟什么似的，好不容易捞到的几根毛肚也是嚼不动，还有剁椒鱼头，鱼肉很烂很烂，是我有史以来吃到的最差的鱼头，有些菜单上没有的菜服务员也不告知，这点真心不好，不是我错过了什么不开心而是你们服务不到位，以点菜时式的自助餐谁会没事跑来跑去呢，对吧！希望再改革，以后有机会再尝试！,3.0,dev,,negative,,,neutral,service:negative; food:neutral,extension_star_3
32479,穗浣面坊位于芳村浣花西路168号，交通方便，对面就是183.193.15.69路公交车的总站，在广州慈桦医院旁边，是一间粤色传统风格面档的小食店，环境一般，胜在卫生方面不错，服务到位。\\n店内约有十张坐四人的小长台，店门外树下也可放几张台，做街坊生意，平时人气都吾错，价格经济实惠。\\n饭类方面有多种肉菜配搭的蒸饭，价钱在￥10-13元之间。\\n粉面类有云吞，牛腩，猪手，排骨，大肠，牛丸，猪杂等品种，价钱在￥7-10元之间。\\n还有各种肉类配搭的拉肠和有特色的煲仔粥，价钱在￥3-8元之间。\\n仲有各种炒粉，面，饭供应，价钱在￥4-15元之间。\\n总的来讲，品种不少，份量足够，价格合理，是一间街坊们早餐，饭市的好去处。,4.0,train,positive,positive,positive,positive,positive,location:positive; service:positive; price:positive; environment:positive; food:positive,extension_star_4
9245,利口福连锁店到处都有，在广州酒家旗下的知名品牌，有速冻点心、中秋月饼、秋之风腊味、即食食品、速冻菜式、及面包西点、蓉口馅料、春卷薄饼等八大系列、产品多不胜数。在广州市知名度很高，市场占有率很大。\\n西华路的这间正路边，位置好，交通方便。平日不少街坊都会来帮衬。面包的款式够多，而且价格不贵，大牌子信得过，我都会经常来买。作为老字号的面包，传统的款式是主打，新奇创新的就欠缺，那个蛋糕，光看个造型就不能跟圣安娜，美心比。不过他的面包还挺好吃的，而且质量保证，这个最重要。我买过一个，打开后吃不完，密封好放在冰箱，等到第二天，打开吃还是很新鲜。好赞！,4.0,train,positive,,neutral,,positive,location:positive; price:neutral; food:positive,extension_star_4
32157,知道德国的周末很恐怖，但是不知道原来大街上的人都窝在餐馆里了，前一天想去火车站附近的餐厅吃饭，六点钟全是人，附近餐厅也都说预约满了，太吓人了，就喝个啤酒吃个?肘的小小愿望都实现不了，只能吃可爸爸果腹。这次心有余悸的来早了，终于有位置了，要了一份二分之一?肘和一杯据说出了慕尼黑喝不到的dunkel颜色黑但不是黑啤的啤酒，最少500毫升，实在太大量。?肘就是那个?肘味道，脆的地方很好吃，瞬间就饱了，两个人好不容易把啤酒给喝了，?肘还有些肉肉只能望洋兴叹了。环境还不错，小木屋，不过如果不是住在附近不值得专门跑过来吃。,4.0,train,,,,positive,positive,environment:positive; food:positive,extension_star_4
